Magnetic,PlasmaCurrent,Elongation,Triangularity,Beta,Density,W,T
11.5,9.0,1.89,0.49,1.55,25.0,4404.9,4404.9
11.5,9.0,1.75,0.49,1.55,25.0,4652.0,4652.0
11.5,7.75,1.75,0.55,1.3,25.0,4619.900000000001,4619.900000000001
11.5,7.75,1.96,0.49,0.8,25.0,3584.0,3584.0
11.5,9.0,1.75,0.55,0.8,25.0,4656.3,4656.3
11.5,5.25,1.75,0.43,1.55,25.0,3082.8,3082.8
11.5,9.0,1.96,0.37,1.05,25.0,3423.5,3423.5
11.5,5.25,1.89,0.55,1.55,25.0,3549.1000000000004,3549.1000000000004
11.5,4.0,1.75,0.49,0.8,25.0,2915.4,2915.4
11.5,5.25,1.89,0.49,1.3,25.0,3089.0,3089.0
11.5,7.75,1.82,0.49,1.05,25.0,4031.6,4031.6
11.5,4.0,1.75,0.55,1.3,25.0,3147.6000000000004,3147.6000000000004
11.5,5.25,1.75,0.37,1.05,25.0,2736.4,2736.4
11.5,4.0,1.89,0.37,1.05,25.0,2326.4,2326.4
11.5,4.0,1.89,0.43,0.8,25.0,2423.0,2423.0
11.5,6.5,1.89,0.49,1.55,25.0,3746.5,3746.5
11.5,5.25,1.96,0.37,1.05,25.0,2467.7,2467.7
11.5,4.0,1.75,0.37,1.05,25.0,2502.5,2502.5
11.5,5.25,1.96,0.43,1.3,25.0,2854.4,2854.4
11.5,9.0,1.89,0.49,1.05,25.0,4282.9,4282.9
11.5,5.25,1.82,0.37,1.3,25.0,2717.8,2717.8
11.5,6.5,1.96,0.49,1.3,25.0,3362.7,3362.7
11.5,4.0,1.82,0.43,0.8,25.0,2455.2000000000003,2455.2000000000003
11.5,7.75,1.82,0.37,1.05,25.0,3284.2,3284.2
11.5,6.5,1.96,0.43,0.8,25.0,2960.9,2960.9
11.5,9.0,1.96,0.49,1.3,25.0,4134.7,4134.7
11.5,9.0,1.96,0.55,1.55,25.0,4814.7,4814.7
11.5,9.0,1.82,0.37,1.3,25.0,3849.1,3849.1
11.5,4.0,1.96,0.43,0.8,25.0,2424.3,2424.3
11.5,5.25,1.82,0.37,0.8,25.0,2602.3,2602.3
11.5,4.0,1.89,0.37,1.55,25.0,2400.9,2400.9
11.5,5.25,1.82,0.55,1.3,25.0,3467.2000000000003,3467.2000000000003
11.5,9.0,1.96,0.49,1.05,25.0,4031.1000000000004,4031.1000000000004
11.5,7.75,1.82,0.37,0.8,25.0,3268.4,3268.4
11.5,9.0,1.75,0.37,1.3,25.0,3915.2999999999997,3915.2999999999997
11.5,5.25,1.96,0.43,1.05,25.0,2832.6,2832.6
11.5,9.0,1.75,0.55,1.3,25.0,5062.1,5062.1
11.5,5.25,1.82,0.37,1.05,25.0,2620.5,2620.5
11.5,4.0,1.96,0.49,1.05,25.0,2726.5,2726.5
11.5,7.75,1.75,0.37,0.8,25.0,2563.1,2563.1
11.5,9.0,1.82,0.49,1.55,25.0,4571.0,4571.0
11.5,4.0,1.75,0.37,1.55,25.0,2574.3,2574.3
11.5,6.5,1.75,0.49,1.55,25.0,3982.0,3982.0
11.5,4.0,1.96,0.55,1.3,25.0,2918.1,2918.1
11.5,5.25,1.96,0.55,0.8,25.0,3103.2000000000003,3103.2000000000003
11.5,7.75,1.89,0.43,1.05,25.0,3595.0,3595.0
11.5,9.0,1.89,0.49,0.8,25.0,4095.7999999999997,4095.7999999999997
11.5,9.0,1.89,0.37,1.3,25.0,3713.7,3713.7
11.5,9.0,1.89,0.43,1.3,25.0,2898.7,2898.7
11.5,9.0,1.75,0.55,1.55,25.0,5080.8,5080.8
11.5,4.0,1.96,0.49,0.8,25.0,2626.7,2626.7
11.5,9.0,1.96,0.55,0.8,25.0,4290.6,4290.6
11.5,5.25,1.82,0.43,0.8,25.0,2851.9,2851.9
11.5,7.75,1.96,0.37,1.3,25.0,3188.4,3188.4
11.5,9.0,1.82,0.43,0.8,25.0,3944.7999999999997,3944.7999999999997
11.5,7.75,1.96,0.55,1.3,25.0,4068.5,4068.5
11.5,7.75,1.96,0.37,1.05,25.0,3053.5,3053.5
11.5,5.25,1.96,0.49,1.05,25.0,2924.9,2924.9
11.5,4.0,1.82,0.37,1.05,25.0,2414.4,2414.4
11.5,5.25,1.75,0.37,0.8,25.0,2718.7000000000003,2718.7000000000003
11.5,9.0,1.75,0.43,0.8,25.0,4173.5,4173.5
11.5,7.75,1.89,0.37,1.55,25.0,3379.1000000000004,3379.1000000000004
11.5,6.5,1.82,0.43,1.55,25.0,3398.8999999999996,3398.8999999999996
11.5,7.75,1.96,0.37,0.8,25.0,3095.2999999999997,3095.2999999999997
11.5,7.75,1.82,0.43,0.8,25.0,3575.8999999999996,3575.8999999999996
11.5,7.75,1.75,0.55,1.05,25.0,4520.6,4520.6
11.5,6.5,1.89,0.37,1.55,25.0,3060.8,3060.8
11.5,9.0,1.75,0.49,1.05,25.0,4448.2,4448.2
11.5,9.0,1.96,0.43,1.05,25.0,2500.9,2500.9
11.5,7.75,1.96,0.49,1.05,25.0,3747.5,3747.5
11.5,9.0,1.96,0.43,0.8,25.0,3717.4,3717.4
11.5,5.25,1.96,0.37,0.8,25.0,2448.2,2448.2
11.5,9.0,1.89,0.37,1.55,25.0,3799.5,3799.5
11.5,4.0,1.82,0.55,1.55,25.0,3056.5,3056.5
11.5,9.0,1.75,0.43,1.3,25.0,4282.6,4282.6
11.5,6.5,1.89,0.55,0.8,25.0,3756.5,3756.5
11.5,9.0,1.89,0.43,1.55,25.0,3997.7,3997.7
11.5,9.0,1.96,0.37,0.8,25.0,3269.6,3269.6
11.5,4.0,1.82,0.43,1.3,25.0,2600.2000000000003,2600.2000000000003
11.5,7.75,1.75,0.49,1.3,25.0,4336.400000000001,4336.400000000001
11.5,6.5,1.82,0.55,1.3,25.0,3996.0,3996.0
11.5,4.0,1.89,0.43,1.55,25.0,2628.1,2628.1
11.5,7.75,1.82,0.49,1.55,25.0,4214.0,4214.0
11.5,6.5,1.82,0.49,1.55,25.0,3925.3,3925.3
11.5,9.0,1.96,0.49,1.55,25.0,4153.5,4153.5
11.5,6.5,1.96,0.49,1.55,25.0,3506.2000000000003,3506.2000000000003
11.5,4.0,1.75,0.37,1.3,25.0,2523.2000000000003,2523.2000000000003
11.5,4.0,1.75,0.43,1.3,25.0,2630.2,2630.2
11.5,4.0,1.89,0.55,1.05,25.0,2887.4,2887.4
11.5,4.0,1.96,0.43,1.55,25.0,2599.7,2599.7
11.5,7.75,1.89,0.37,0.8,25.0,2389.2000000000003,2389.2000000000003
11.5,4.0,1.75,0.55,1.05,25.0,3082.6,3082.6
11.5,6.5,1.75,0.55,1.05,25.0,4105.1,4105.1
11.5,7.75,1.82,0.55,1.05,25.0,4362.8,4362.8
11.5,4.0,1.96,0.55,1.05,25.0,2770.0,2770.0
11.5,9.0,1.82,0.55,0.8,25.0,4749.3,4749.3
11.5,5.25,1.96,0.49,0.8,25.0,2854.5,2854.5
11.5,4.0,1.82,0.43,1.05,25.0,2510.7,2510.7
11.5,7.75,1.75,0.49,0.8,25.0,4227.599999999999,4227.599999999999
11.5,7.75,1.96,0.43,1.55,25.0,3503.2999999999997,3503.2999999999997
11.5,9.0,1.89,0.37,0.8,25.0,3405.9,3405.9
11.5,4.0,1.89,0.49,0.8,25.0,2662.1,2662.1
11.5,6.5,1.96,0.43,1.05,25.0,2924.7000000000003,2924.7000000000003
11.5,5.25,1.89,0.55,1.3,25.0,3308.9,3308.9
11.5,5.25,1.75,0.55,1.3,25.0,3625.5,3625.5
11.5,7.75,1.75,0.37,1.3,25.0,3473.9,3473.9
11.5,6.5,1.75,0.43,1.3,25.0,3377.2000000000003,3377.2000000000003
11.5,6.5,1.89,0.49,0.8,25.0,3440.9,3440.9
11.5,6.5,1.82,0.43,1.3,25.0,3491.2000000000003,3491.2000000000003
11.5,6.5,1.82,0.37,1.55,25.0,3056.4,3056.4
11.5,7.75,1.89,0.49,0.8,25.0,3798.5,3798.5
11.5,7.75,1.82,0.37,1.3,25.0,3359.0,3359.0
11.5,5.25,1.82,0.43,1.3,25.0,3111.1,3111.1
11.5,5.25,1.75,0.49,1.05,25.0,3303.5,3303.5
11.5,4.0,1.82,0.37,1.3,25.0,2435.7000000000003,2435.7000000000003
11.5,4.0,1.75,0.49,1.3,25.0,2815.5,2815.5
11.5,7.75,1.82,0.49,1.3,25.0,4122.6,4122.6
11.5,7.75,1.96,0.49,1.3,25.0,3767.2,3767.2
11.5,6.5,1.89,0.49,1.05,25.0,3521.7999999999997,3521.7999999999997
11.5,5.25,1.82,0.43,1.55,25.0,3131.7,3131.7
11.5,4.0,1.82,0.43,1.55,25.0,2656.6,2656.6
11.5,4.0,1.96,0.55,0.8,25.0,2702.9,2702.9
11.5,9.0,1.82,0.43,1.55,25.0,4148.3,4148.3
11.5,7.75,1.75,0.43,1.3,25.0,3738.1000000000004,3738.1000000000004
11.5,5.25,1.96,0.37,1.3,25.0,2526.8,2526.8
11.5,6.5,1.82,0.55,0.8,25.0,3953.5,3953.5
11.5,7.75,1.75,0.43,1.55,25.0,3952.1000000000004,3952.1000000000004
11.5,4.0,1.89,0.43,1.3,25.0,2604.2000000000003,2604.2000000000003
11.5,4.0,1.75,0.55,0.8,25.0,2899.1,2899.1
11.5,6.5,1.89,0.37,0.8,25.0,2858.2999999999997,2858.2999999999997
11.5,4.0,1.82,0.37,1.55,25.0,2487.6,2487.6
11.5,7.75,1.96,0.55,1.55,25.0,4170.0,4170.0
11.5,4.0,1.75,0.43,0.8,25.0,2587.2000000000003,2587.2000000000003
11.5,5.25,1.75,0.55,1.05,25.0,3549.7000000000003,3549.7000000000003
11.5,5.25,1.82,0.49,0.8,25.0,3187.9,3187.9
11.5,6.5,1.75,0.43,1.55,25.0,3505.7999999999997,3505.7999999999997
11.5,6.5,1.96,0.55,0.8,25.0,3559.7,3559.7
11.5,6.5,1.89,0.55,1.3,25.0,3733.2999999999997,3733.2999999999997
11.5,7.75,1.96,0.49,1.55,25.0,3859.7000000000003,3859.7000000000003
11.5,5.25,1.75,0.37,1.55,25.0,2851.1000000000004,2851.1000000000004
11.5,7.75,1.89,0.43,1.3,25.0,3678.7000000000003,3678.7000000000003
11.5,4.0,1.96,0.49,1.55,25.0,3114.5,3114.5
11.5,6.5,1.75,0.49,1.3,25.0,3840.3999999999996,3840.3999999999996
11.5,6.5,1.82,0.55,1.05,25.0,3908.5,3908.5
11.5,4.0,1.82,0.49,1.05,25.0,2868.2,2868.2
11.5,6.5,1.75,0.43,0.8,25.0,3342.2999999999997,3342.2999999999997
11.5,7.75,1.82,0.37,1.55,25.0,3434.2000000000003,3434.2000000000003
11.5,9.0,1.89,0.55,1.55,25.0,4903.2,4903.2
11.5,5.25,1.96,0.55,1.05,25.0,3234.4,3234.4
11.5,7.75,1.82,0.49,0.8,25.0,4013.0,4013.0
11.5,6.5,1.75,0.43,1.05,25.0,3414.8999999999996,3414.8999999999996
11.5,6.5,1.96,0.37,1.55,25.0,2914.8999999999996,2914.8999999999996
11.5,6.5,1.75,0.55,1.55,25.0,4213.0,4213.0
11.5,6.5,1.89,0.55,1.05,25.0,3778.2,3778.2
11.5,9.0,1.96,0.49,0.8,25.0,4097.0,4097.0
11.5,5.25,1.75,0.43,0.8,25.0,2720.0,2720.0
11.5,9.0,1.75,0.43,1.05,25.0,4112.8,4112.8
11.5,6.5,1.96,0.49,1.05,25.0,3281.1,3281.1
11.5,9.0,1.96,0.55,1.05,25.0,4402.700000000001,4402.700000000001
11.5,4.0,1.96,0.37,0.8,25.0,2155.5,2155.5
11.5,4.0,1.82,0.37,0.8,25.0,2362.8999999999996,2362.8999999999996
11.5,4.0,1.75,0.43,1.55,25.0,2719.3999999999996,2719.3999999999996
11.5,7.75,1.75,0.43,0.8,25.0,3574.7,3574.7
11.5,6.5,1.75,0.37,1.3,25.0,3235.6,3235.6
11.5,7.75,1.89,0.49,1.05,25.0,3961.7,3961.7
11.5,5.25,1.75,0.49,1.55,25.0,3490.5,3490.5
11.5,6.5,1.89,0.43,1.55,25.0,3347.7999999999997,3347.7999999999997
11.5,7.75,1.75,0.37,1.55,25.0,3607.7,3607.7
11.5,9.0,1.82,0.37,0.8,25.0,3611.1,3611.1
11.5,4.0,1.89,0.55,1.3,25.0,2914.0,2914.0
11.5,4.0,1.96,0.55,1.55,25.0,2865.0,2865.0
11.5,9.0,1.96,0.43,1.3,25.0,2203.0,2203.0
11.5,4.0,1.82,0.55,1.05,25.0,2964.9,2964.9
11.5,9.0,1.75,0.49,1.3,25.0,4549.9,4549.9
11.5,6.5,1.89,0.43,1.3,25.0,3272.9,3272.9
11.5,6.5,1.96,0.37,1.3,25.0,2846.6,2846.6
11.5,9.0,1.75,0.43,1.55,25.0,4453.2,4453.2
11.5,6.5,1.96,0.55,1.55,25.0,3692.7,3692.7
11.5,5.25,1.89,0.43,1.3,25.0,2894.6,2894.6
11.5,9.0,1.96,0.43,1.55,25.0,3847.1000000000004,3847.1000000000004
11.5,7.75,1.96,0.43,0.8,25.0,3317.2999999999997,3317.2999999999997
11.5,4.0,1.96,0.37,1.3,25.0,2291.6,2291.6
11.5,6.5,1.82,0.55,1.55,25.0,4083.9999999999995,4083.9999999999995
11.5,7.75,1.96,0.55,0.8,25.0,4026.5000000000005,4026.5000000000005
11.5,4.0,1.75,0.49,1.05,25.0,2829.4,2829.4
11.5,5.25,1.82,0.55,1.55,25.0,3544.1,3544.1
11.5,7.75,1.89,0.55,1.05,25.0,4205.099999999999,4205.099999999999
11.5,5.25,1.82,0.55,1.05,25.0,3390.8,3390.8
11.5,5.25,1.96,0.55,1.55,25.0,3446.0,3446.0
11.5,5.25,1.89,0.49,1.55,25.0,3110.9,3110.9
11.5,6.5,1.89,0.49,1.3,25.0,3603.2999999999997,3603.2999999999997
11.5,6.5,1.75,0.37,0.8,25.0,3103.1,3103.1
11.5,5.25,1.82,0.37,1.55,25.0,2736.3,2736.3
11.5,4.0,1.75,0.55,1.55,25.0,3172.7,3172.7
11.5,4.0,1.89,0.37,1.3,25.0,2317.8999999999996,2317.8999999999996
11.5,6.5,1.82,0.37,0.8,25.0,2906.5,2906.5
11.5,5.25,1.75,0.49,0.8,25.0,3426.5,3426.5
11.5,7.75,1.89,0.49,1.55,25.0,4073.2,4073.2
11.5,7.75,1.96,0.55,1.05,25.0,3967.5,3967.5
11.5,4.0,1.82,0.49,1.3,25.0,2893.0,2893.0
11.5,9.0,1.89,0.55,1.05,25.0,4677.8,4677.8
11.5,6.5,1.89,0.55,1.55,25.0,3821.6,3821.6
11.5,7.75,1.75,0.43,1.05,25.0,3721.7,3721.7
11.5,4.0,1.96,0.37,1.55,25.0,2283.4,2283.4
11.5,5.25,1.96,0.43,0.8,25.0,2680.1,2680.1
11.5,9.0,1.75,0.37,1.55,25.0,4069.1,4069.1
11.5,4.0,1.89,0.49,1.05,25.0,2797.2000000000003,2797.2000000000003
11.5,6.5,1.82,0.37,1.05,25.0,3022.4,3022.4
11.5,7.75,1.75,0.55,0.8,25.0,4342.1,4342.1
11.5,7.75,1.89,0.43,0.8,25.0,3446.5,3446.5
11.5,6.5,1.96,0.55,1.05,25.0,3581.7000000000003,3581.7000000000003
11.5,6.5,1.96,0.43,1.55,25.0,3129.4,3129.4
11.5,7.75,1.89,0.55,0.8,25.0,4105.0,4105.0
11.5,5.25,1.82,0.55,0.8,25.0,3368.3,3368.3
11.5,7.75,1.82,0.43,1.3,25.0,3872.3999999999996,3872.3999999999996
11.5,9.0,1.89,0.43,0.8,25.0,3792.8,3792.8
11.5,6.5,1.75,0.55,1.3,25.0,4125.7,4125.7
11.5,9.0,1.89,0.43,1.05,25.0,3809.5,3809.5
11.5,6.5,1.75,0.49,0.8,25.0,3680.8,3680.8
11.5,6.5,1.75,0.37,1.55,25.0,3252.4,3252.4
11.5,5.25,1.75,0.43,1.05,25.0,3000.7000000000003,3000.7000000000003
11.5,5.25,1.96,0.43,1.55,25.0,2920.4,2920.4
11.5,5.25,1.75,0.55,1.55,25.0,3647.7,3647.7
11.5,6.5,1.82,0.43,1.05,25.0,3251.5,3251.5
11.5,5.25,1.89,0.49,0.8,25.0,2949.2,2949.2
11.5,4.0,1.96,0.49,1.3,25.0,2679.3999999999996,2679.3999999999996
11.5,5.25,1.89,0.55,1.05,25.0,3339.4,3339.4
11.5,4.0,1.75,0.49,1.55,25.0,3061.1000000000004,3061.1000000000004
11.5,9.0,1.75,0.37,0.8,25.0,3678.7000000000003,3678.7000000000003
11.5,7.75,1.89,0.37,1.05,25.0,3227.6,3227.6
11.5,6.5,1.96,0.49,0.8,25.0,3321.1,3321.1
11.5,7.75,1.89,0.55,1.3,25.0,4305.7,4305.7
11.5,4.0,1.89,0.55,0.8,25.0,2860.6,2860.6
11.5,6.5,1.89,0.43,1.05,25.0,3198.5,3198.5
11.5,5.25,1.89,0.43,1.55,25.0,2915.2999999999997,2915.2999999999997
11.5,5.25,1.75,0.55,0.8,25.0,3527.8,3527.8
11.5,7.75,1.96,0.43,1.05,25.0,3335.3,3335.3
11.5,5.25,1.75,0.37,1.3,25.0,2793.6,2793.6
11.5,9.0,1.75,0.37,1.05,25.0,3693.2,3693.2
11.5,4.0,1.82,0.55,0.8,25.0,2939.2,2939.2
11.5,6.5,1.89,0.43,0.8,25.0,3069.6,3069.6
11.5,9.0,1.82,0.55,1.55,25.0,5177.6,5177.6
11.5,6.5,1.89,0.37,1.3,25.0,2992.9,2992.9
11.5,5.25,1.75,0.43,1.3,25.0,3019.7,3019.7
11.5,9.0,1.82,0.55,1.3,25.0,4972.400000000001,4972.400000000001
11.5,6.5,1.96,0.55,1.3,25.0,3670.3,3670.3
11.5,9.0,1.89,0.55,0.8,25.0,4473.8,4473.8
11.5,9.0,1.82,0.37,1.55,25.0,3934.2999999999997,3934.2999999999997
11.5,4.0,1.89,0.55,1.55,25.0,2940.5,2940.5
11.5,5.25,1.89,0.43,0.8,35.0,2415.7000000000003,2415.7000000000003
11.5,9.0,1.96,0.37,1.55,35.0,2888.7,2888.7
11.5,5.25,1.96,0.37,1.55,35.0,2327.6,2327.6
11.5,6.5,1.96,0.37,1.05,35.0,2455.1,2455.1
11.5,6.5,1.82,0.43,0.8,35.0,2738.3,2738.3
11.5,5.25,1.89,0.37,1.3,35.0,2307.7000000000003,2307.7000000000003
11.5,5.25,1.89,0.37,1.55,35.0,2323.7999999999997,2323.7999999999997
11.5,7.75,1.89,0.37,1.3,35.0,2770.5,2770.5
11.5,5.25,1.89,0.43,1.05,35.0,2464.0,2464.0
11.5,7.75,1.82,0.43,1.05,35.0,3104.7,3104.7
11.5,4.0,1.96,0.37,1.05,35.0,2171.6000000000004,2171.6000000000004
11.5,7.75,1.82,0.43,1.55,35.0,3180.4,3180.4
11.5,4.0,1.89,0.43,1.05,35.0,2280.6000000000004,2280.6000000000004
11.5,6.5,1.96,0.37,0.8,35.0,2474.6,2474.6
11.5,7.75,1.96,0.37,1.55,35.0,2703.2,2703.2
11.5,7.75,1.89,0.43,1.55,35.0,3040.7000000000003,3040.7000000000003
11.5,9.0,1.82,0.37,1.05,35.0,3005.1,3005.1
11.5,5.25,1.82,0.43,1.05,35.0,2525.0,2525.0
11.5,7.75,1.75,0.37,1.05,35.0,2879.2,2879.2
11.5,9.0,1.89,0.37,1.05,35.0,2860.9,2860.9
11.5,5.25,1.89,0.37,1.05,35.0,2263.6,2263.6
11.5,9.0,1.82,0.43,1.3,35.0,3199.6000000000004,3199.6000000000004
11.5,4.0,1.89,0.37,0.8,35.0,2045.7999999999997,2045.7999999999997
11.5,6.5,1.96,0.43,1.3,35.0,2693.8,2693.8
11.5,6.5,1.89,0.37,1.05,35.0,2557.9,2557.9
11.5,9.0,1.96,0.37,1.3,35.0,2875.6,2875.6
11.5,6.5,1.82,0.37,1.3,35.0,2640.1,2640.1
11.5,5.25,1.89,0.37,0.8,35.0,2219.8,2219.8
11.5,4.0,1.75,0.37,0.8,35.0,2170.6,2170.6
11.5,7.75,1.96,0.43,1.3,35.0,2933.8,2933.8
11.5,4.0,1.75,0.43,1.05,35.0,2347.5,2347.5
11.5,6.5,1.75,0.37,1.05,35.0,2694.2,2694.2
11.5,9.0,1.82,0.43,1.05,35.0,3241.0,3241.0
11.5,5.25,1.75,0.43,1.55,35.0,2680.7,2680.7
11.5,9.0,1.96,0.37,1.05,35.0,2813.8999999999996,2813.8999999999996
11.5,5.25,1.75,0.37,1.05,35.0,2428.4,2428.4
11.5,4.0,1.89,0.37,1.05,35.0,2106.9,2106.9
11.5,4.0,1.89,0.43,0.8,35.0,2259.9,2259.9
11.5,5.25,1.96,0.37,1.05,35.0,2293.4,2293.4
11.5,4.0,1.75,0.37,1.05,35.0,2209.1,2209.1
11.5,5.25,1.96,0.43,1.3,35.0,2483.8,2483.8
11.5,5.25,1.82,0.37,1.3,35.0,2361.4,2361.4
11.5,4.0,1.82,0.43,0.8,35.0,2259.7999999999997,2259.7999999999997
11.5,7.75,1.82,0.37,1.05,35.0,2838.9,2838.9
11.5,6.5,1.96,0.43,0.8,35.0,2661.4,2661.4
11.5,9.0,1.82,0.37,1.3,35.0,3065.9,3065.9
11.5,4.0,1.96,0.43,0.8,35.0,2214.2,2214.2
11.5,5.25,1.82,0.37,0.8,35.0,2274.7999999999997,2274.7999999999997
11.5,4.0,1.89,0.37,1.55,35.0,2187.8,2187.8
11.5,7.75,1.82,0.37,0.8,35.0,2742.7000000000003,2742.7000000000003
11.5,9.0,1.75,0.37,1.3,35.0,3161.1,3161.1
11.5,5.25,1.96,0.43,1.05,35.0,2465.6,2465.6
11.5,5.25,1.82,0.37,1.05,35.0,2346.0,2346.0
11.5,7.75,1.75,0.37,0.8,35.0,2783.6,2783.6
11.5,4.0,1.75,0.37,1.55,35.0,2286.7999999999997,2286.7999999999997
11.5,7.75,1.89,0.43,1.05,35.0,2964.4,2964.4
11.5,9.0,1.89,0.37,1.3,35.0,2922.0,2922.0
11.5,9.0,1.89,0.43,1.3,35.0,2221.5,2221.5
11.5,5.25,1.82,0.43,0.8,35.0,2446.2999999999997,2446.2999999999997
11.5,7.75,1.96,0.37,1.3,35.0,2647.3,2647.3
11.5,9.0,1.82,0.43,0.8,35.0,3120.1,3120.1
11.5,7.75,1.96,0.37,1.05,35.0,2591.7,2591.7
11.5,4.0,1.82,0.37,1.05,35.0,2147.4,2147.4
11.5,5.25,1.75,0.37,0.8,35.0,2357.8,2357.8
11.5,9.0,1.75,0.43,0.8,35.0,3119.4,3119.4
11.5,7.75,1.89,0.37,1.55,35.0,2826.1,2826.1
11.5,6.5,1.82,0.43,1.55,35.0,2861.7,2861.7
11.5,7.75,1.96,0.37,0.8,35.0,2578.1,2578.1
11.5,7.75,1.82,0.43,0.8,35.0,2996.5,2996.5
11.5,6.5,1.89,0.37,1.55,35.0,2587.2000000000003,2587.2000000000003
11.5,9.0,1.96,0.43,1.05,35.0,3081.6,3081.6
11.5,9.0,1.96,0.43,0.8,35.0,3013.7,3013.7
11.5,5.25,1.96,0.37,0.8,35.0,2192.7,2192.7
11.5,9.0,1.89,0.37,1.55,35.0,2934.5,2934.5
11.5,9.0,1.75,0.43,1.3,35.0,3306.1,3306.1
11.5,9.0,1.89,0.43,1.55,35.0,3269.8,3269.8
11.5,9.0,1.96,0.37,0.8,35.0,2704.1,2704.1
11.5,4.0,1.82,0.43,1.3,35.0,2298.5,2298.5
11.5,4.0,1.89,0.43,1.55,35.0,2392.1,2392.1
11.5,4.0,1.75,0.37,1.3,35.0,2247.9,2247.9
11.5,4.0,1.75,0.43,1.3,35.0,2366.1,2366.1
11.5,4.0,1.96,0.43,1.55,35.0,2325.7,2325.7
11.5,7.75,1.89,0.37,0.8,35.0,2701.9,2701.9
11.5,4.0,1.82,0.43,1.05,35.0,2302.4,2302.4
11.5,7.75,1.96,0.43,1.55,35.0,2996.4,2996.4
11.5,9.0,1.89,0.37,0.8,35.0,2751.7,2751.7
11.5,6.5,1.96,0.43,1.05,35.0,2599.0,2599.0
11.5,7.75,1.75,0.37,1.3,35.0,2933.3999999999996,2933.3999999999996
11.5,6.5,1.75,0.43,1.3,35.0,2962.6,2962.6
11.5,6.5,1.82,0.43,1.3,35.0,2807.2,2807.2
11.5,6.5,1.82,0.37,1.55,35.0,2724.5,2724.5
11.5,7.75,1.82,0.37,1.3,35.0,2851.9,2851.9
11.5,5.25,1.82,0.43,1.3,35.0,2572.8,2572.8
11.5,4.0,1.82,0.37,1.3,35.0,2144.5,2144.5
11.5,5.25,1.82,0.43,1.55,35.0,2589.4,2589.4
11.5,4.0,1.82,0.43,1.55,35.0,2411.7000000000003,2411.7000000000003
11.5,9.0,1.82,0.43,1.55,35.0,3266.7999999999997,3266.7999999999997
11.5,7.75,1.75,0.43,1.3,35.0,3116.6,3116.6
11.5,5.25,1.96,0.37,1.3,35.0,2282.3,2282.3
11.5,7.75,1.75,0.43,1.55,35.0,3177.2999999999997,3177.2999999999997
11.5,4.0,1.89,0.43,1.3,35.0,2301.2000000000003,2301.2000000000003
11.5,6.5,1.89,0.37,0.8,35.0,2543.2000000000003,2543.2000000000003
11.5,4.0,1.82,0.37,1.55,35.0,2205.2000000000003,2205.2000000000003
11.5,4.0,1.75,0.43,0.8,35.0,2374.8999999999996,2374.8999999999996
11.5,6.5,1.75,0.43,1.55,35.0,2937.6000000000004,2937.6000000000004
11.5,5.25,1.75,0.37,1.55,35.0,2542.9,2542.9
11.5,7.75,1.89,0.43,1.3,35.0,2978.8,2978.8
11.5,6.5,1.75,0.43,0.8,35.0,2855.1000000000004,2855.1000000000004
11.5,7.75,1.82,0.37,1.55,35.0,2948.9,2948.9
11.5,6.5,1.75,0.43,1.05,35.0,2869.5,2869.5
11.5,6.5,1.96,0.37,1.55,35.0,2485.1,2485.1
11.5,5.25,1.75,0.43,0.8,35.0,2508.1000000000004,2508.1000000000004
11.5,9.0,1.75,0.43,1.05,35.0,3293.7,3293.7
11.5,4.0,1.96,0.37,0.8,35.0,2129.7000000000003,2129.7000000000003
11.5,4.0,1.82,0.37,0.8,35.0,2087.2000000000003,2087.2000000000003
11.5,4.0,1.75,0.43,1.55,35.0,2431.5,2431.5
11.5,7.75,1.75,0.43,0.8,35.0,3043.0,3043.0
11.5,6.5,1.75,0.37,1.3,35.0,2777.7,2777.7
11.5,6.5,1.89,0.43,1.55,35.0,2785.8,2785.8
11.5,7.75,1.75,0.37,1.55,35.0,3029.9,3029.9
11.5,9.0,1.82,0.37,0.8,35.0,2944.5,2944.5
11.5,9.0,1.96,0.43,1.3,35.0,3149.9,3149.9
11.5,6.5,1.89,0.43,1.3,35.0,2770.2,2770.2
11.5,6.5,1.96,0.37,1.3,35.0,2505.1,2505.1
11.5,9.0,1.75,0.43,1.55,35.0,2882.5,2882.5
11.5,5.25,1.89,0.43,1.3,35.0,2481.1,2481.1
11.5,9.0,1.96,0.43,1.55,35.0,1629.8999999999999,1629.8999999999999
11.5,7.75,1.96,0.43,0.8,35.0,2762.4,2762.4
11.5,4.0,1.96,0.37,1.3,35.0,2171.4,2171.4
11.5,6.5,1.75,0.37,0.8,35.0,2611.2000000000003,2611.2000000000003
11.5,5.25,1.82,0.37,1.55,35.0,2405.1,2405.1
11.5,4.0,1.89,0.37,1.3,35.0,2104.8,2104.8
11.5,6.5,1.82,0.37,0.8,35.0,2542.4,2542.4
11.5,7.75,1.75,0.43,1.05,35.0,3103.2999999999997,3103.2999999999997
11.5,4.0,1.96,0.37,1.55,35.0,2213.2999999999997,2213.2999999999997
11.5,5.25,1.96,0.43,0.8,35.0,2416.3,2416.3
11.5,9.0,1.75,0.37,1.55,35.0,3221.8,3221.8
11.5,6.5,1.82,0.37,1.05,35.0,2626.0,2626.0
11.5,7.75,1.89,0.43,0.8,35.0,2808.7,2808.7
