Magnetic,PlasmaCurrent,Elongation,Triangularity,Beta,Density,W,T
12.5,5.25,1.75,0.49,0.8,25.0,3532.0,3532.0
12.5,7.75,1.89,0.49,1.55,25.0,4294.0,4294.0
12.5,7.75,1.96,0.55,1.05,25.0,4397.8,4397.8
12.5,9.0,1.89,0.55,1.05,25.0,4985.0,4985.0
12.5,6.5,1.89,0.55,1.55,25.0,4085.3,4085.3
12.5,7.75,1.75,0.43,1.05,25.0,8024.699999999999,8024.699999999999
12.5,5.25,1.96,0.43,0.8,25.0,2942.8999999999996,2942.8999999999996
12.5,9.0,1.75,0.37,1.55,25.0,8368.0,8368.0
12.5,6.5,1.82,0.37,1.05,25.0,6034.7,6034.7
12.5,7.75,1.75,0.55,0.8,25.0,4887.2,4887.2
12.5,7.75,1.89,0.43,0.8,25.0,3781.8,3781.8
12.5,6.5,1.96,0.55,1.05,25.0,3965.6,3965.6
12.5,6.5,1.96,0.43,1.55,25.0,3522.2000000000003,3522.2000000000003
12.5,7.75,1.89,0.55,0.8,25.0,4458.0,4458.0
12.5,5.25,1.82,0.55,0.8,25.0,3597.7000000000003,3597.7000000000003
12.5,7.75,1.82,0.43,1.3,25.0,8060.4,8060.4
12.5,9.0,1.89,0.43,0.8,25.0,4045.0,4045.0
12.5,6.5,1.75,0.55,1.3,25.0,4412.6,4412.6
12.5,9.0,1.89,0.43,1.05,25.0,4148.2,4148.2
12.5,6.5,1.75,0.49,0.8,25.0,3949.8,3949.8
12.5,6.5,1.75,0.37,1.55,25.0,3440.9,3440.9
12.5,5.25,1.75,0.43,1.05,25.0,5399.6,5399.6
12.5,5.25,1.96,0.43,1.55,25.0,3018.1,3018.1
12.5,6.5,1.82,0.43,1.05,25.0,6662.8,6662.8
12.5,5.25,1.89,0.55,1.05,25.0,3626.7999999999997,3626.7999999999997
12.5,4.0,1.75,0.49,1.55,25.0,3101.3,3101.3
12.5,9.0,1.75,0.37,0.8,25.0,8277.5,8277.5
12.5,7.75,1.89,0.37,1.05,25.0,3465.7,3465.7
12.5,5.25,1.89,0.43,1.55,25.0,3158.9,3158.9
12.5,5.25,1.75,0.55,0.8,25.0,3423.2,3423.2
12.5,7.75,1.96,0.43,1.05,25.0,3588.5,3588.5
12.5,5.25,1.75,0.37,1.3,25.0,4831.0,4831.0
12.5,6.5,1.89,0.43,0.8,25.0,3211.3999999999996,3211.3999999999996
12.5,9.0,1.82,0.55,1.55,25.0,5530.400000000001,5530.400000000001
12.5,6.5,1.89,0.37,1.3,25.0,3157.1,3157.1
12.5,5.25,1.75,0.43,1.3,25.0,5434.1,5434.1
12.5,9.0,1.82,0.55,1.3,25.0,5306.0,5306.0
12.5,9.0,1.89,0.55,0.8,25.0,5061.9,5061.9
12.5,9.0,1.82,0.37,1.55,25.0,8372.6,8372.6
12.5,4.0,1.82,0.49,1.55,35.0,2815.9,2815.9
12.5,6.5,1.82,0.49,1.3,35.0,3367.2,3367.2
12.5,5.25,1.89,0.43,0.8,35.0,2635.3,2635.3
12.5,9.0,1.96,0.37,1.55,35.0,3210.4,3210.4
12.5,5.25,1.96,0.37,1.55,35.0,2556.5,2556.5
12.5,6.5,1.96,0.37,1.05,35.0,2535.8,2535.8
12.5,4.0,1.89,0.49,1.55,35.0,2878.4,2878.4
12.5,6.5,1.82,0.43,0.8,35.0,2932.9,2932.9
12.5,5.25,1.89,0.37,1.3,35.0,2532.7999999999997,2532.7999999999997
12.5,7.75,1.75,0.49,1.55,35.0,3736.6000000000004,3736.6000000000004
12.5,5.25,1.75,0.49,1.3,35.0,3109.3,3109.3
12.5,5.25,1.89,0.37,1.55,35.0,2582.6,2582.6
12.5,4.0,1.96,0.43,1.05,35.0,2649.7999999999997,2649.7999999999997
12.5,7.75,1.89,0.37,1.3,35.0,2868.5,2868.5
12.5,5.25,1.89,0.43,1.05,35.0,2689.1,2689.1
12.5,5.25,1.82,0.49,1.55,35.0,2980.7000000000003,2980.7000000000003
12.5,9.0,1.75,0.49,0.8,35.0,3757.4,3757.4
12.5,5.25,1.89,0.55,0.8,35.0,3011.7,3011.7
12.5,7.75,1.82,0.43,1.05,35.0,3296.4,3296.4
12.5,4.0,1.96,0.37,1.05,35.0,2347.4,2347.4
12.5,9.0,1.82,0.49,1.3,35.0,4052.2999999999997,4052.2999999999997
12.5,7.75,1.82,0.43,1.55,35.0,3380.0,3380.0
12.5,4.0,1.89,0.43,1.05,35.0,2420.5,2420.5
12.5,6.5,1.96,0.37,0.8,35.0,2518.6000000000004,2518.6000000000004
12.5,7.75,1.96,0.37,1.55,35.0,2841.1,2841.1
12.5,4.0,1.82,0.49,0.8,35.0,2598.3,2598.3
12.5,7.75,1.89,0.43,1.55,35.0,3383.7999999999997,3383.7999999999997
12.5,9.0,1.82,0.37,1.05,35.0,3175.2,3175.2
12.5,7.75,1.82,0.55,1.3,35.0,4018.6000000000004,4018.6000000000004
12.5,4.0,1.82,0.55,1.3,35.0,3038.9,3038.9
12.5,5.25,1.82,0.43,1.05,35.0,2787.6,2787.6
12.5,7.75,1.75,0.37,1.05,35.0,3080.6,3080.6
12.5,9.0,1.89,0.37,1.05,35.0,3177.0,3177.0
12.5,9.0,1.96,0.55,1.3,35.0,3952.0,3952.0
12.5,5.25,1.89,0.37,1.05,35.0,2513.5,2513.5
12.5,4.0,1.89,0.49,1.3,35.0,2621.3,2621.3
12.5,9.0,1.82,0.55,1.05,35.0,4145.7,4145.7
12.5,9.0,1.89,0.49,1.3,35.0,3793.1,3793.1
12.5,7.75,1.89,0.55,1.55,35.0,3855.2,3855.2
12.5,7.75,1.75,0.55,1.55,35.0,4158.1,4158.1
12.5,4.0,1.96,0.43,1.3,35.0,2930.8,2930.8
12.5,7.75,1.89,0.49,1.3,35.0,3612.4,3612.4
12.5,5.25,1.89,0.49,1.05,35.0,2789.6,2789.6
12.5,5.25,1.82,0.49,1.3,35.0,2921.9,2921.9
12.5,9.0,1.82,0.43,1.3,35.0,3636.5,3636.5
12.5,6.5,1.82,0.49,1.05,35.0,3442.0,3442.0
12.5,4.0,1.89,0.37,0.8,35.0,2252.8,2252.8
12.5,6.5,1.96,0.43,1.3,35.0,2802.0,2802.0
12.5,6.5,1.89,0.37,1.05,35.0,2648.6,2648.6
12.5,9.0,1.96,0.37,1.3,35.0,3088.1,3088.1
12.5,9.0,1.75,0.55,1.05,35.0,4288.0,4288.0
12.5,7.75,1.82,0.55,1.55,35.0,3975.6,3975.6
12.5,5.25,1.96,0.55,1.3,35.0,3101.7000000000003,3101.7000000000003
12.5,7.75,1.75,0.49,1.05,35.0,3702.7999999999997,3702.7999999999997
12.5,6.5,1.82,0.37,1.3,35.0,2777.6,2777.6
12.5,5.25,1.96,0.49,1.55,35.0,2874.7,2874.7
12.5,5.25,1.89,0.37,0.8,35.0,2374.1,2374.1
12.5,4.0,1.75,0.37,0.8,35.0,2228.7,2228.7
12.5,6.5,1.75,0.55,0.8,35.0,3639.1,3639.1
12.5,9.0,1.82,0.49,1.05,35.0,3904.7999999999997,3904.7999999999997
12.5,6.5,1.75,0.49,1.05,35.0,3346.5,3346.5
12.5,7.75,1.96,0.43,1.3,35.0,3267.6,3267.6
12.5,9.0,1.82,0.49,0.8,35.0,3823.2,3823.2
12.5,4.0,1.75,0.43,1.05,35.0,2493.2,2493.2
12.5,9.0,1.89,0.55,1.3,35.0,4165.8,4165.8
12.5,5.25,1.96,0.49,1.3,35.0,2814.0,2814.0
12.5,6.5,1.75,0.37,1.05,35.0,2874.2000000000003,2874.2000000000003
12.5,5.25,1.82,0.49,1.05,35.0,2863.5,2863.5
12.5,6.5,1.82,0.49,0.8,35.0,3375.6,3375.6
12.5,9.0,1.82,0.43,1.05,35.0,3501.3999999999996,3501.3999999999996
12.5,7.75,1.82,0.55,0.8,35.0,3857.5,3857.5
12.5,9.0,1.89,0.49,1.55,35.0,3810.2,3810.2
12.5,9.0,1.75,0.49,1.55,35.0,4197.099999999999,4197.099999999999
12.5,7.75,1.75,0.55,1.3,35.0,4016.0,4016.0
12.5,7.75,1.96,0.49,0.8,35.0,3296.4,3296.4
12.5,9.0,1.75,0.55,0.8,35.0,4271.200000000001,4271.200000000001
12.5,5.25,1.75,0.43,1.55,35.0,2823.0,2823.0
12.5,9.0,1.96,0.37,1.05,35.0,3019.6,3019.6
12.5,5.25,1.89,0.55,1.55,35.0,3246.1000000000004,3246.1000000000004
12.5,4.0,1.75,0.49,0.8,35.0,2825.2000000000003,2825.2000000000003
12.5,5.25,1.89,0.49,1.3,35.0,2848.8,2848.8
12.5,7.75,1.82,0.49,1.05,35.0,3704.4,3704.4
12.5,4.0,1.75,0.55,1.3,35.0,2882.2000000000003,2882.2000000000003
12.5,5.25,1.75,0.37,1.05,35.0,2539.8999999999996,2539.8999999999996
12.5,4.0,1.89,0.37,1.05,35.0,2368.5,2368.5
12.5,4.0,1.89,0.43,0.8,35.0,2496.7000000000003,2496.7000000000003
12.5,6.5,1.89,0.49,1.55,35.0,3295.6,3295.6
12.5,5.25,1.96,0.37,1.05,35.0,2425.1,2425.1
12.5,4.0,1.75,0.37,1.05,35.0,2318.4,2318.4
12.5,5.25,1.96,0.43,1.3,35.0,2645.4,2645.4
12.5,9.0,1.89,0.49,1.05,35.0,3710.7000000000003,3710.7000000000003
12.5,5.25,1.82,0.37,1.3,35.0,2529.7000000000003,2529.7000000000003
12.5,6.5,1.96,0.49,1.3,35.0,3184.2999999999997,3184.2999999999997
12.5,4.0,1.82,0.43,0.8,35.0,2471.5,2471.5
12.5,7.75,1.82,0.37,1.05,35.0,2989.9,2989.9
12.5,6.5,1.96,0.43,0.8,35.0,2722.4,2722.4
12.5,9.0,1.96,0.49,1.3,35.0,3664.8,3664.8
12.5,9.0,1.96,0.55,1.55,35.0,4043.2,4043.2
12.5,9.0,1.82,0.37,1.3,35.0,3295.7000000000003,3295.7000000000003
12.5,4.0,1.96,0.43,0.8,35.0,2546.9,2546.9
12.5,5.25,1.82,0.37,0.8,35.0,2403.2,2403.2
12.5,4.0,1.89,0.37,1.55,35.0,2391.6,2391.6
12.5,5.25,1.82,0.55,1.3,35.0,3260.8,3260.8
12.5,9.0,1.96,0.49,1.05,35.0,3581.9,3581.9
12.5,7.75,1.82,0.37,0.8,35.0,2974.9,2974.9
12.5,9.0,1.75,0.37,1.3,35.0,3346.4,3346.4
12.5,5.25,1.96,0.43,1.05,35.0,2590.7,2590.7
12.5,9.0,1.75,0.55,1.3,35.0,4377.1,4377.1
12.5,5.25,1.82,0.37,1.05,35.0,2451.1,2451.1
12.5,4.0,1.96,0.49,1.05,35.0,2711.3,2711.3
12.5,7.75,1.75,0.37,0.8,35.0,3066.0,3066.0
12.5,9.0,1.82,0.49,1.55,35.0,4069.3,4069.3
12.5,4.0,1.75,0.37,1.55,35.0,2358.8,2358.8
12.5,6.5,1.75,0.49,1.55,35.0,3429.9,3429.9
12.5,5.25,1.96,0.55,0.8,35.0,3174.9,3174.9
12.5,7.75,1.89,0.43,1.05,35.0,3146.2,3146.2
12.5,9.0,1.89,0.49,0.8,35.0,3628.7,3628.7
12.5,9.0,1.89,0.37,1.3,35.0,3191.9,3191.9
12.5,9.0,1.89,0.43,1.3,35.0,3579.2000000000003,3579.2000000000003
12.5,9.0,1.75,0.55,1.55,35.0,4538.8,4538.8
12.5,4.0,1.96,0.49,0.8,35.0,2513.5,2513.5
12.5,9.0,1.96,0.55,0.8,35.0,3842.7,3842.7
12.5,5.25,1.82,0.43,0.8,35.0,2701.2,2701.2
12.5,7.75,1.96,0.37,1.3,35.0,2825.0,2825.0
12.5,9.0,1.82,0.43,0.8,35.0,3247.9,3247.9
12.5,7.75,1.96,0.55,1.3,35.0,3652.8,3652.8
12.5,7.75,1.96,0.37,1.05,35.0,2808.8,2808.8
12.5,5.25,1.96,0.49,1.05,35.0,2715.8,2715.8
12.5,4.0,1.82,0.37,1.05,35.0,2250.4,2250.4
12.5,5.25,1.75,0.37,0.8,35.0,2462.5,2462.5
12.5,9.0,1.75,0.43,0.8,35.0,3425.8,3425.8
12.5,7.75,1.89,0.37,1.55,35.0,2977.1,2977.1
12.5,6.5,1.82,0.43,1.55,35.0,3070.7,3070.7
12.5,7.75,1.96,0.37,0.8,35.0,2746.6,2746.6
12.5,7.75,1.82,0.43,0.8,35.0,3229.6,3229.6
12.5,7.75,1.75,0.55,1.05,35.0,4059.5999999999995,4059.5999999999995
12.5,6.5,1.89,0.37,1.55,35.0,2759.3,2759.3
12.5,9.0,1.75,0.49,1.05,35.0,4033.8,4033.8
12.5,9.0,1.96,0.43,1.05,35.0,3266.0,3266.0
12.5,7.75,1.96,0.49,1.05,35.0,3371.1000000000004,3371.1000000000004
12.5,9.0,1.96,0.43,0.8,35.0,3249.8,3249.8
12.5,5.25,1.96,0.37,0.8,35.0,2405.1,2405.1
12.5,9.0,1.89,0.37,1.55,35.0,1378.5,1378.5
12.5,4.0,1.82,0.55,1.55,35.0,2879.7999999999997,2879.7999999999997
12.5,9.0,1.75,0.43,1.3,35.0,3633.9,3633.9
12.5,6.5,1.89,0.55,0.8,35.0,3384.0,3384.0
12.5,9.0,1.89,0.43,1.55,35.0,3595.5,3595.5
12.5,9.0,1.96,0.37,0.8,35.0,2951.6,2951.6
12.5,4.0,1.82,0.43,1.3,35.0,2543.5,2543.5
12.5,7.75,1.75,0.49,1.3,35.0,3832.3,3832.3
12.5,6.5,1.82,0.55,1.3,35.0,3525.7999999999997,3525.7999999999997
12.5,4.0,1.89,0.43,1.55,35.0,2648.5,2648.5
12.5,7.75,1.82,0.49,1.55,35.0,3796.8,3796.8
12.5,6.5,1.82,0.49,1.55,35.0,3481.1,3481.1
12.5,9.0,1.96,0.49,1.55,35.0,3682.4,3682.4
12.5,6.5,1.96,0.49,1.55,35.0,3109.7999999999997,3109.7999999999997
12.5,4.0,1.75,0.37,1.3,35.0,2408.9,2408.9
12.5,4.0,1.75,0.43,1.3,35.0,2642.6,2642.6
12.5,4.0,1.89,0.55,1.05,35.0,2920.7999999999997,2920.7999999999997
12.5,4.0,1.96,0.43,1.55,35.0,2447.5,2447.5
12.5,7.75,1.89,0.37,0.8,35.0,2791.6,2791.6
12.5,4.0,1.75,0.55,1.05,35.0,2826.9,2826.9
12.5,6.5,1.75,0.55,1.05,35.0,3709.9,3709.9
12.5,7.75,1.82,0.55,1.05,35.0,3876.2,3876.2
12.5,9.0,1.82,0.55,0.8,35.0,4056.5,4056.5
12.5,5.25,1.96,0.49,0.8,35.0,2656.1,2656.1
12.5,4.0,1.82,0.43,1.05,35.0,2520.1,2520.1
12.5,7.75,1.75,0.49,0.8,35.0,3574.0,3574.0
12.5,7.75,1.96,0.43,1.55,35.0,3183.5,3183.5
12.5,9.0,1.89,0.37,0.8,35.0,3003.4,3003.4
12.5,4.0,1.89,0.49,0.8,35.0,2485.0,2485.0
12.5,6.5,1.96,0.43,1.05,35.0,2911.4,2911.4
12.5,5.25,1.89,0.55,1.3,35.0,3057.2,3057.2
12.5,5.25,1.75,0.55,1.3,35.0,3216.8,3216.8
12.5,7.75,1.75,0.37,1.3,35.0,3187.8,3187.8
12.5,6.5,1.75,0.43,1.3,35.0,3093.1000000000004,3093.1000000000004
12.5,6.5,1.89,0.49,0.8,35.0,3189.1,3189.1
12.5,6.5,1.82,0.43,1.3,35.0,3010.3,3010.3
12.5,6.5,1.82,0.37,1.55,35.0,2832.5,2832.5
12.5,7.75,1.89,0.49,0.8,35.0,3463.4,3463.4
12.5,7.75,1.82,0.37,1.3,35.0,3097.7999999999997,3097.7999999999997
12.5,5.25,1.82,0.43,1.3,35.0,2841.0,2841.0
12.5,5.25,1.75,0.49,1.05,35.0,3051.1,3051.1
12.5,4.0,1.82,0.37,1.3,35.0,2318.4,2318.4
12.5,4.0,1.75,0.49,1.3,35.0,2759.2,2759.2
12.5,7.75,1.82,0.49,1.3,35.0,3666.0,3666.0
12.5,7.75,1.96,0.49,1.3,35.0,3389.8,3389.8
12.5,6.5,1.89,0.49,1.05,35.0,3161.7999999999997,3161.7999999999997
12.5,5.25,1.82,0.43,1.55,35.0,2860.9,2860.9
12.5,4.0,1.82,0.43,1.55,35.0,2592.4,2592.4
12.5,9.0,1.82,0.43,1.55,35.0,3652.0,3652.0
12.5,7.75,1.75,0.43,1.3,35.0,3462.4,3462.4
12.5,5.25,1.96,0.37,1.3,35.0,2566.5,2566.5
12.5,6.5,1.82,0.55,0.8,35.0,3434.7,3434.7
12.5,7.75,1.75,0.43,1.55,35.0,3478.2999999999997,3478.2999999999997
12.5,4.0,1.89,0.43,1.3,35.0,2470.1,2470.1
12.5,4.0,1.75,0.55,0.8,35.0,2802.5,2802.5
12.5,6.5,1.89,0.37,0.8,35.0,2631.8,2631.8
12.5,4.0,1.82,0.37,1.55,35.0,2339.7000000000003,2339.7000000000003
12.5,7.75,1.96,0.55,1.55,35.0,3734.7999999999997,3734.7999999999997
12.5,4.0,1.75,0.43,0.8,35.0,2697.5,2697.5
12.5,5.25,1.75,0.55,1.05,35.0,3154.7000000000003,3154.7000000000003
12.5,5.25,1.82,0.49,0.8,35.0,2880.7999999999997,2880.7999999999997
12.5,6.5,1.75,0.43,1.55,35.0,3152.8999999999996,3152.8999999999996
12.5,6.5,1.96,0.55,0.8,35.0,3231.1,3231.1
12.5,6.5,1.89,0.55,1.3,35.0,3425.3999999999996,3425.3999999999996
12.5,7.75,1.96,0.49,1.55,35.0,3465.1,3465.1
12.5,5.25,1.75,0.37,1.55,35.0,2635.3,2635.3
12.5,7.75,1.89,0.43,1.3,35.0,3213.8,3213.8
12.5,4.0,1.96,0.49,1.55,35.0,2825.5,2825.5
12.5,6.5,1.75,0.49,1.3,35.0,3411.7000000000003,3411.7000000000003
12.5,6.5,1.82,0.55,1.05,35.0,3505.9,3505.9
12.5,4.0,1.82,0.49,1.05,35.0,2651.3,2651.3
12.5,6.5,1.75,0.43,0.8,35.0,3017.1,3017.1
12.5,7.75,1.82,0.37,1.55,35.0,3113.2,3113.2
12.5,9.0,1.89,0.55,1.55,35.0,4184.2,4184.2
12.5,5.25,1.96,0.55,1.05,35.0,3241.2000000000003,3241.2000000000003
12.5,7.75,1.82,0.49,0.8,35.0,3518.7,3518.7
12.5,6.5,1.75,0.43,1.05,35.0,3076.2999999999997,3076.2999999999997
12.5,6.5,1.96,0.37,1.55,35.0,2686.2,2686.2
12.5,6.5,1.75,0.55,1.55,35.0,3749.1,3749.1
12.5,6.5,1.89,0.55,1.05,35.0,3353.2999999999997,3353.2999999999997
12.5,9.0,1.96,0.49,0.8,35.0,3434.2000000000003,3434.2000000000003
12.5,5.25,1.75,0.43,0.8,35.0,2700.6,2700.6
12.5,9.0,1.75,0.43,1.05,35.0,3559.5,3559.5
12.5,6.5,1.96,0.49,1.05,35.0,3116.7,3116.7
12.5,9.0,1.96,0.55,1.05,35.0,4005.2000000000003,4005.2000000000003
12.5,4.0,1.96,0.37,0.8,35.0,2161.4,2161.4
12.5,4.0,1.82,0.37,0.8,35.0,2206.1000000000004,2206.1000000000004
12.5,4.0,1.75,0.43,1.55,35.0,2639.4,2639.4
12.5,7.75,1.75,0.43,0.8,35.0,3279.3,3279.3
12.5,6.5,1.75,0.37,1.3,35.0,2890.0,2890.0
12.5,7.75,1.89,0.49,1.05,35.0,3481.5,3481.5
12.5,5.25,1.75,0.49,1.55,35.0,3167.7,3167.7
12.5,6.5,1.89,0.43,1.55,35.0,2988.7000000000003,2988.7000000000003
12.5,7.75,1.75,0.37,1.55,35.0,3249.2000000000003,3249.2000000000003
12.5,9.0,1.82,0.37,0.8,35.0,3108.2000000000003,3108.2000000000003
12.5,4.0,1.89,0.55,1.3,35.0,2918.6,2918.6
12.5,9.0,1.96,0.43,1.3,35.0,3402.1,3402.1
12.5,4.0,1.82,0.55,1.05,35.0,2766.7000000000003,2766.7000000000003
12.5,9.0,1.75,0.49,1.3,35.0,4049.8,4049.8
12.5,6.5,1.89,0.43,1.3,35.0,2927.5,2927.5
12.5,6.5,1.96,0.37,1.3,35.0,2591.5,2591.5
12.5,9.0,1.75,0.43,1.55,35.0,3708.7,3708.7
12.5,6.5,1.96,0.55,1.55,35.0,3346.5,3346.5
12.5,5.25,1.89,0.43,1.3,35.0,2743.2,2743.2
12.5,9.0,1.96,0.43,1.55,35.0,3418.7,3418.7
12.5,7.75,1.96,0.43,0.8,35.0,2979.1,2979.1
12.5,4.0,1.96,0.37,1.3,35.0,2395.5,2395.5
12.5,6.5,1.82,0.55,1.55,35.0,3597.6,3597.6
12.5,7.75,1.96,0.55,0.8,35.0,3551.5,3551.5
12.5,4.0,1.75,0.49,1.05,35.0,2678.5,2678.5
12.5,5.25,1.82,0.55,1.55,35.0,3200.2000000000003,3200.2000000000003
12.5,7.75,1.89,0.55,1.05,35.0,3692.8,3692.8
12.5,5.25,1.82,0.55,1.05,35.0,3197.2,3197.2
12.5,5.25,1.96,0.55,1.55,35.0,3292.2,3292.2
12.5,5.25,1.89,0.49,1.55,35.0,2946.7,2946.7
12.5,6.5,1.89,0.49,1.3,35.0,3228.5,3228.5
12.5,6.5,1.75,0.37,0.8,35.0,2782.2,2782.2
12.5,5.25,1.82,0.37,1.55,35.0,2578.3,2578.3
12.5,4.0,1.75,0.55,1.55,35.0,2906.6,2906.6
12.5,4.0,1.89,0.37,1.3,35.0,2392.0,2392.0
12.5,6.5,1.82,0.37,0.8,35.0,2668.8999999999996,2668.8999999999996
12.5,5.25,1.75,0.49,0.8,35.0,3031.0,3031.0
12.5,7.75,1.89,0.49,1.55,35.0,3574.3999999999996,3574.3999999999996
12.5,7.75,1.96,0.55,1.05,35.0,3571.2000000000003,3571.2000000000003
12.5,4.0,1.82,0.49,1.3,35.0,2675.7,2675.7
12.5,9.0,1.89,0.55,1.05,35.0,4075.4,4075.4
12.5,6.5,1.89,0.55,1.55,35.0,3446.0,3446.0
12.5,7.75,1.75,0.43,1.05,35.0,3395.9,3395.9
12.5,4.0,1.96,0.37,1.55,35.0,2302.1,2302.1
12.5,5.25,1.96,0.43,0.8,35.0,2536.3,2536.3
12.5,9.0,1.75,0.37,1.55,35.0,3413.5,3413.5
12.5,4.0,1.89,0.49,1.05,35.0,2567.2000000000003,2567.2000000000003
12.5,6.5,1.82,0.37,1.05,35.0,2799.5,2799.5
12.5,7.75,1.75,0.55,0.8,35.0,3918.5,3918.5
12.5,7.75,1.89,0.43,0.8,35.0,3079.1,3079.1
12.5,6.5,1.96,0.55,1.05,35.0,3252.3,3252.3
12.5,6.5,1.96,0.43,1.55,35.0,2863.6,2863.6
12.5,7.75,1.89,0.55,0.8,35.0,3673.8,3673.8
12.5,5.25,1.82,0.55,0.8,35.0,3134.0,3134.0
12.5,7.75,1.82,0.43,1.3,35.0,3312.7,3312.7
12.5,9.0,1.89,0.43,0.8,35.0,3427.6,3427.6
12.5,6.5,1.75,0.55,1.3,35.0,3677.9,3677.9
12.5,9.0,1.89,0.43,1.05,35.0,3443.4,3443.4
12.5,6.5,1.75,0.49,0.8,35.0,3188.0,3188.0
12.5,6.5,1.75,0.37,1.55,35.0,2944.4,2944.4
12.5,5.25,1.75,0.43,1.05,35.0,2718.9,2718.9
12.5,5.25,1.96,0.43,1.55,35.0,2700.5,2700.5
12.5,5.25,1.75,0.55,1.55,35.0,3320.7,3320.7
12.5,6.5,1.82,0.43,1.05,35.0,2950.2000000000003,2950.2000000000003
12.5,5.25,1.89,0.49,0.8,35.0,2730.7000000000003,2730.7000000000003
12.5,4.0,1.96,0.49,1.3,35.0,2653.5,2653.5
12.5,5.25,1.89,0.55,1.05,35.0,3075.6,3075.6
12.5,4.0,1.75,0.49,1.55,35.0,2753.6,2753.6
12.5,9.0,1.75,0.37,0.8,35.0,3160.2000000000003,3160.2000000000003
12.5,7.75,1.89,0.37,1.05,35.0,2899.3,2899.3
12.5,6.5,1.96,0.49,0.8,35.0,3002.7,3002.7
12.5,7.75,1.89,0.55,1.3,35.0,3711.8,3711.8
12.5,6.5,1.89,0.43,1.05,35.0,2866.7,2866.7
12.5,5.25,1.89,0.43,1.55,35.0,2763.7,2763.7
12.5,5.25,1.75,0.55,0.8,35.0,3133.9,3133.9
12.5,7.75,1.96,0.43,1.05,35.0,3097.5,3097.5
12.5,5.25,1.75,0.37,1.3,35.0,2587.5,2587.5
12.5,9.0,1.75,0.37,1.05,35.0,3279.6,3279.6
12.5,4.0,1.82,0.55,0.8,35.0,3105.9,3105.9
12.5,6.5,1.89,0.43,0.8,35.0,2933.7,2933.7
12.5,9.0,1.82,0.55,1.55,35.0,4397.700000000001,4397.700000000001
12.5,6.5,1.89,0.37,1.3,35.0,2703.8,2703.8
12.5,5.25,1.75,0.43,1.3,35.0,2838.1,2838.1
12.5,9.0,1.82,0.55,1.3,35.0,4235.299999999999,4235.299999999999
12.5,6.5,1.96,0.55,1.3,35.0,3325.1,3325.1
12.5,9.0,1.89,0.55,0.8,35.0,3985.5,3985.5
12.5,9.0,1.82,0.37,1.55,35.0,3363.5,3363.5
12.5,4.0,1.82,0.49,1.55,45.0,2547.2000000000003,2547.2000000000003
12.5,6.5,1.82,0.49,1.3,45.0,2939.5,2939.5
12.5,5.25,1.89,0.43,0.8,45.0,2354.1,2354.1
12.5,9.0,1.96,0.37,1.55,45.0,2849.7,2849.7
12.5,5.25,1.96,0.37,1.55,45.0,2294.2999999999997,2294.2999999999997
12.5,6.5,1.96,0.37,1.05,45.0,2444.1000000000004,2444.1000000000004
12.5,4.0,1.89,0.49,1.55,45.0,2550.6000000000004,2550.6000000000004
12.5,6.5,1.82,0.43,0.8,45.0,2671.2,2671.2
12.5,5.25,1.89,0.37,1.3,45.0,2297.4,2297.4
12.5,7.75,1.75,0.49,1.55,45.0,3349.0,3349.0
12.5,5.25,1.75,0.49,1.3,45.0,2850.8,2850.8
12.5,5.25,1.89,0.37,1.55,45.0,2338.0,2338.0
12.5,4.0,1.96,0.43,1.05,45.0,2264.5,2264.5
12.5,7.75,1.89,0.37,1.3,45.0,2645.9,2645.9
12.5,5.25,1.89,0.43,1.05,45.0,2425.0,2425.0
12.5,5.25,1.82,0.49,1.55,45.0,2813.8,2813.8
12.5,9.0,1.75,0.49,0.8,45.0,1902.5,1902.5
12.5,5.25,1.89,0.55,0.8,45.0,2766.7000000000003,2766.7000000000003
12.5,7.75,1.82,0.43,1.05,45.0,2915.1,2915.1
12.5,4.0,1.96,0.37,1.05,45.0,2025.1000000000001,2025.1000000000001
12.5,9.0,1.82,0.49,1.3,45.0,3500.1000000000004,3500.1000000000004
12.5,7.75,1.82,0.43,1.55,45.0,2982.6000000000004,2982.6000000000004
12.5,4.0,1.89,0.43,1.05,45.0,2263.5,2263.5
12.5,6.5,1.96,0.37,0.8,45.0,2370.2999999999997,2370.2999999999997
12.5,7.75,1.96,0.37,1.55,45.0,2627.5,2627.5
12.5,4.0,1.82,0.49,0.8,45.0,2416.1000000000004,2416.1000000000004
12.5,7.75,1.89,0.43,1.55,45.0,2866.8999999999996,2866.8999999999996
12.5,9.0,1.82,0.37,1.05,45.0,2861.4,2861.4
12.5,7.75,1.82,0.55,1.3,45.0,3417.3,3417.3
12.5,4.0,1.82,0.55,1.3,45.0,2644.2000000000003,2644.2000000000003
12.5,5.25,1.82,0.43,1.05,45.0,2477.0,2477.0
12.5,7.75,1.75,0.37,1.05,45.0,2699.2,2699.2
12.5,9.0,1.89,0.37,1.05,45.0,2821.1,2821.1
12.5,9.0,1.96,0.55,1.3,45.0,3540.4,3540.4
12.5,5.25,1.89,0.37,1.05,45.0,2210.4,2210.4
12.5,4.0,1.89,0.49,1.3,45.0,2526.7,2526.7
12.5,9.0,1.82,0.55,1.05,45.0,3631.7,3631.7
12.5,9.0,1.89,0.49,1.3,45.0,3299.3,3299.3
